Cliente [cód],Venda anual,Últim venda,Família
ACRILAIS COMUNICACAO VISUAL LTDA [60384],167,2025-04-11 00:00:00,_ASD
ACRILAIS COMUNICACAO VISUAL LTDA [60384],190,2024-10-23 00:00:00,_OUT
ACRILAIS COMUNICACAO VISUAL LTDA [60384],69.31,2024-12-18 00:00:00,ELET
ACRILAIS COMUNICACAO VISUAL LTDA [60384],11186.150000000001,2025-08-20 00:00:00,IATD
ACRILAIS COMUNICACAO VISUAL LTDA [60384],36,2024-10-23 00:00:00,PSeI
ACRILDOMOS ARTEF EM ACRILICO LTDA [27755],576.9,2016-06-09 00:00:00,_OUT
ACRILDOMOS ARTEF EM ACRILICO LTDA [27755],1004.4799999999999,2016-10-31 00:00:00,ELET
ACRILDOMOS ARTEF EM ACRILICO LTDA [27755],121.66,2024-07-08 00:00:00,IATD
ACRILDOMOS ARTEF EM ACRILICO LTDA [27755],406.8,2021-09-30 00:00:00,PSeI
ACRILSIGNS COM DE ARTEFATOS DE MATERIAL PLASTICO [60896],2622.88,2022-03-02 00:00:00,IATD
ACTIA DO BRASIL IND E COM LTDA [27152],0.75,2021-11-08 00:00:00,_EVA
ACTIA DO BRASIL IND E COM LTDA [27152],1499.7,2025-09-10 00:00:00,_OUT
ACTIA DO BRASIL IND E COM LTDA [27152],2731,2022-08-22 00:00:00,_PVC
ACTIA DO BRASIL IND E COM LTDA [27152],6267.600000000001,2025-09-10 00:00:00,AUTO
ACTIA DO BRASIL IND E COM LTDA [27152],1714.5,2022-07-28 00:00:00,ELET
ACTIA DO BRASIL IND E COM LTDA [27152],5904.860000000001,2025-09-10 00:00:00,IATD
ACTIA DO BRASIL IND E COM LTDA [27152],6165.719999999999,2025-09-10 00:00:00,PSeI
ACTION PLANE COMERCIO DE GASES INDUSTRIAIS LTDA [58541],113.85,2022-06-23 00:00:00,_OUT
ACTION PLANE COMERCIO DE GASES INDUSTRIAIS LTDA [58541],636.8,2024-12-20 00:00:00,PSeI
ACTIVE DISTRIBUIDORA DE PRODUTOS VETERINARIOS LTDA [42052],243.2,2014-10-21 00:00:00,PSeI
ADAIR CASSOL [46318],62.5,2016-04-13 00:00:00,IATD
ADAIR CASSOL [46318],300,2016-04-13 00:00:00,SATW
ADAIR JOSE DA SILVA FERREIRO [43370],4.35,2015-03-06 00:00:00,REFL
ADAIR JOSE HAAS [54441],36,2019-04-04 00:00:00,AUTO
ADAIR JOSE REMUS - STANDS - ME [50512],104,2017-09-29 00:00:00,_OUT
ADAIR JOSE REMUS - STANDS - ME [50512],1475.46,2018-06-04 00:00:00,IATD
ADAIR JOSE REMUS - STANDS - ME [50512],612.93,2017-10-10 00:00:00,PAPE
ADAIR JOSE REMUS - STANDS - ME [50512],208.6,2018-04-26 00:00:00,PSeI
ADAIR JOSE REMUS [50344],83.43,2017-08-18 00:00:00,IATD
ADAIR NUMES MAGALHAES [55388],69,2019-08-16 00:00:00,REFL
ADALBERTO BUFFI DA SILVA [49888],10,2017-06-14 00:00:00,_CFM
ADALBERTO DOS REIS [45819],4,2015-11-30 00:00:00,
ADALBERTO DOS REIS [45819],57,2018-09-03 00:00:00,_ASD
ADALBERTO DOS REIS [45819],2,2015-11-30 00:00:00,ELET
ADALBERTO DOS REIS [45819],6,2015-11-30 00:00:00,IATD
ADALBERTO MORESCO [41276],201.6,2014-08-11 00:00:00,IATD
ADALCIR BRUBACHER [37511],7,2013-07-24 00:00:00,REFL
ADALTO BIERMANN DE PONTES [48198],13.3,2016-10-05 00:00:00,ELET
ADALTO BIERMANN DE PONTES [48198],60,2016-10-05 00:00:00,IATD
ADAO ADROALDO FORTES DA CONCEICAO [42359],54,2014-11-06 00:00:00,_OUT
ADAO BANDEIRA DE VARGAS [40938],845,2014-06-24 00:00:00,IATD
ADAO BANDEIRA DE VARGAS [40938],5.33,2022-12-20 00:00:00,PSeI
ADAO BORGES DE VARGAS [36947],10.28,2013-06-05 00:00:00,_EPI
ADAO DE OLIVEIRA DAITX [43899],38,2015-05-04 00:00:00,IATD
ADAO DOMINGOS FREITAS [67501],10,2025-08-21 00:00:00,IATD
ADAO FARIAS DA SILVA [47026],201.24,2016-05-11 00:00:00,IATD
ADAO FERREIRA PAES [36374],50.7,2013-04-16 00:00:00,REFL
ADAO GOMES DOS SANTOS [33077],1482.64,2015-01-30 00:00:00,_OUT
ADAO GOMES DOS SANTOS [33077],2.4,2013-08-09 00:00:00,PSeI
ADAO LUIZ PINTO [43501],45,2016-05-25 00:00:00,
ADAO LUIZ PINTO [43501],9.25,2015-03-20 00:00:00,_ASD
ADAO LUIZ PINTO [43501],50.47,2015-03-20 00:00:00,ELET
ADAO MACHADO DE MENEZES [41720],23.6,2015-06-22 00:00:00,IATD
ADAO MACHADO DE MENEZES [41720],60,2014-09-08 00:00:00,PSeI
ADAO PAIXAO DA ROSA [52433],278.28999999999996,2021-07-05 00:00:00,_OUT
ADAO PAIXAO DA ROSA [52433],199.6,2021-04-06 00:00:00,IATD
ADAO PAIXAO DA ROSA [52433],62.7,2020-01-20 00:00:00,PAPE
ADAO PAIXAO DA ROSA [52433],36,2020-02-04 00:00:00,PSeI
ADAO SEDIR DORNELES LOPES [53335],973.89,2025-06-05 00:00:00,IATD
ADAZZ IND E COM DE PRODUTOS METAL E ART MAD EIRELI [43016],659.5999999999999,2015-09-16 00:00:00,_ASD
ADEFERR REPRESENTACOES LTDA - ME [43423],153.75,2021-08-04 00:00:00,IATD
ADEFERR REPRESENTACOES LTDA - ME [43423],106.08,2021-08-04 00:00:00,PSeI
ADELAR FINGER DUTRA JUNIOR [52991],487.94,2018-10-24 00:00:00,IATD
ADELAR WOLFART [66301],632.79,2024-11-21 00:00:00,PAPE
ADELCIO ANTONIO VIEIRA DA SILVA  [58603],54.3,2020-11-06 00:00:00,IATD
ADELGHI ERNESTO RASIA [36561],48.69,2013-04-30 00:00:00,_OUT
ADELGHI ERNESTO RASIA [36561],51.84,2013-04-30 00:00:00,PSeI
ADELMO GOMES MARTINS [37877],52,2013-08-26 00:00:00,REFL
ADEMAR GERMANO BEHENCK [49447],24,2017-04-07 00:00:00,IATD
ADEMAR ROSSI CECHIM [62132],56.82,2023-03-10 00:00:00,_ASD
ADEMAR ROSSI CECHIM [62132],67.25,2022-11-01 00:00:00,IATD
ADEMAR ROSSI CECHIM [62132],32,2022-11-01 00:00:00,SATW
ADEMIR ALMEIDA GONSALVES [37303],10,2016-03-07 00:00:00,
ADEMIR ALMEIDA GONSALVES [37303],46,2013-07-12 00:00:00,_ASD
ADEMIR ALMEIDA GONSALVES [37303],14,2016-10-18 00:00:00,_PVC
ADEMIR ALMEIDA GONSALVES [37303],40,2016-03-08 00:00:00,FELT
ADEMIR ALMEIDA GONSALVES [37303],67.5,2016-10-18 00:00:00,IATD
ADEMIR ALMEIDA GONSALVES [37303],131,2013-12-18 00:00:00,PELI
ADEMIR ANTONIO CHIOSSI [52066],11.5,2018-04-10 00:00:00,_PVC
ADEMIR BARTIKOSKI DA ROCHA [48808],68.64,2017-01-12 00:00:00,IATD
ADEMIR BEMPCH LOVATTO [40829],50,2016-06-15 00:00:00,
ADEMIR BEMPCH LOVATTO [40829],659.7,2024-12-17 00:00:00,_ASD
ADEMIR BEMPCH LOVATTO [40829],501.90999999999997,2025-06-05 00:00:00,_OUT
ADEMIR BEMPCH LOVATTO [40829],21,2021-10-28 00:00:00,AUTO
ADEMIR BEMPCH LOVATTO [40829],253.44,2024-12-05 00:00:00,ELET
ADEMIR BEMPCH LOVATTO [40829],1088.34,2025-03-26 00:00:00,IATD
ADEMIR BEMPCH LOVATTO [40829],200,2024-12-05 00:00:00,PAPE
ADEMIR BEMPCH LOVATTO [40829],149.9,2024-12-17 00:00:00,PSeI
ADEMIR BEMPCH LOVATTO [40829],18,2018-02-06 00:00:00,SATW
ADEMIR BEMPCH LOVATTO-PJ [53091],36.65,2018-09-19 00:00:00,_ABR
ADEMIR BEMPCH LOVATTO-PJ [53091],260,2019-12-02 00:00:00,_ASD
ADEMIR BEMPCH LOVATTO-PJ [53091],51.05,2020-09-04 00:00:00,_OUT
ADEMIR BEMPCH LOVATTO-PJ [53091],22.53,2022-08-10 00:00:00,ELET
ADEMIR BEMPCH LOVATTO-PJ [53091],516.28,2022-09-13 00:00:00,IATD
ADEMIR BEMPCH LOVATTO-PJ [53091],44.25,2022-08-10 00:00:00,PSeI
ADEMIR CARLOS ROSSA [50108],43.43,2017-07-17 00:00:00,IATD
ADEMIR DA SILVA MARTINS [36129],34.56,2013-03-21 00:00:00,PSeI
ADEMIR DIAS SCHINETZCKI - ME [37876],207.43,2014-11-24 00:00:00,_OUT
ADEMIR DIAS SCHINETZCKI - ME [37876],30,2014-11-24 00:00:00,PSeI
ADEMIR DIAS SCHINETZCKI [58209],465.35,2025-06-18 00:00:00,_OUT
ADEMIR DIAS SCHINETZCKI [58209],144.5,2023-12-05 00:00:00,PAPE
ADEMIR DIAS SCHINETZCKI [58209],37.65,2025-01-08 00:00:00,PSeI
ADEMIR FERNANDO KRUGER [60816],187.5,2021-11-19 00:00:00,REFL
ADEMIR FERRI CARDOSO [41405],62,2014-12-16 00:00:00,PSeI
ADEMIR LEITAO [63572],755.5100000000001,2023-05-19 00:00:00,FTAQ
ADEMIR NUNES SCHINETZCKI [34996],137.49,2014-03-25 00:00:00,_OUT
ADEMIR NUNES SCHINETZCKI [34996],18.66,2014-04-22 00:00:00,PSeI
ADEMIR PARTICHELLI [47174],50,2016-06-01 00:00:00,_OUT
ADEMIR PARTICHELLI [47174],33,2020-03-19 00:00:00,IATD
ADEMIR PRESTES LOPES [37768],48.69,2013-08-15 00:00:00,_OUT
ADEMIR PRESTES LOPES [37768],409.94,2025-06-12 00:00:00,IATD
ADEMIR PRESTES LOPES [37768],139.7,2021-06-07 00:00:00,PSeI
ADEMIR ROSA MENDES [65239],48.7,2024-04-24 00:00:00,IATD
ADEMIR SCHNORR DOS SANTOS [66752],98.04,2025-03-13 00:00:00,IATD
ADERBAL FERNANDES LIMA [56479],55.52,2020-01-17 00:00:00,IATD
ADERCIO LAMPUGNANI [55795],50,2019-10-14 00:00:00,_OUT
ADERCIO LAMPUGNANI [55795],19.79,2019-10-14 00:00:00,IATD
ADERCIO LAMPUGNANI [55795],14.4,2019-10-14 00:00:00,PSeI
ADERICO DECARLI BENFICA [58580],71.74000000000001,2020-11-05 00:00:00,IATD
ADF & MDF SOLUCOES EM CLIMATIZACOES LTDA - ME [38178],54.86,2013-09-23 00:00:00,_OUT
ADF & MDF SOLUCOES EM CLIMATIZACOES LTDA - ME [38178],141.22,2013-09-23 00:00:00,PAPE
ADF & MDF SOLUCOES EM CLIMATIZACOES LTDA - ME [38178],26.7,2013-09-23 00:00:00,PSeI
ADFL REPRESENTACAO LTDA - ME [40770],204.2,2015-07-10 00:00:00,_OUT
ADI DISTRIBUIDORA DE COSMETICOS LTDA [61437],73.2,2022-03-29 00:00:00,PSeI
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870],25,2018-10-25 00:00:00,
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870],436,2025-02-19 00:00:00,_ASD
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870],170,2013-07-24 00:00:00,_OUT
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870],4.52,2017-10-04 00:00:00,ELET
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870],73.63,2020-06-26 00:00:00,IATD
ADILCO OSVALDO TIMOTEO [52012],548.76,2018-10-05 00:00:00,IATD
ADILOR AMANDIO CANDIDO [39358],103.5,2014-01-17 00:00:00,IATD
ADILSON ANGELO DO AMARAL [53814],518.4,2021-11-08 00:00:00,PSeI
ADILSON CARUSO FERREIRA [64225],51,2023-09-05 00:00:00,IATD
ADILSON COMERCIO DE VEICULOS LTDA [65654],61.45,2025-09-01 00:00:00,_ASD
ADILSON COMERCIO DE VEICULOS LTDA [65654],22.5,2025-09-01 00:00:00,AUTO
ADILSON COMERCIO DE VEICULOS LTDA [65654],21.6,2024-07-12 00:00:00,ELET
ADILSON COMERCIO DE VEICULOS LTDA [65654],503.65,2025-09-01 00:00:00,IATD
ADILSON DE AGUIAR BRANCO [42137],28.5,2014-10-16 00:00:00,IATD
ADILSON DE AGUIAR BRANCO [42137],5.2,2014-10-16 00:00:00,PSeI
ADILSON DUTRA FRANCO [63686],343.07,2023-07-26 00:00:00,IATD
ADILSON JOAO BITELLO LTDA. [28080],53,2013-07-01 00:00:00,IATD
ADILSON JOSE DA CRUZ [62955],48.8,2023-01-12 00:00:00,IATD
ADILSON KLEINE [33420],37.5,2023-12-21 00:00:00,_ASD
ADILSON KLEINE [33420],97.87,2024-02-23 00:00:00,IATD
ADILSON ROBERTO VEDOY DOS SANTOS [34181],45.21,2013-04-29 00:00:00,_OUT
ADINA COELHO DA CUNHA [61042],126,2022-02-09 00:00:00,IATD
ADINA COELHO DA CUNHA [61042],218,2023-08-16 00:00:00,PSeI
ADINOX COMERCIO DE SUCATAS E TRANSPORTES LTDA [62164],88.92,2023-01-24 00:00:00,_OUT
ADINOX COMERCIO DE SUCATAS E TRANSPORTES LTDA [62164],838.66,2023-01-24 00:00:00,IATD
ADINOX COMERCIO DE SUCATAS E TRANSPORTES LTDA [62164],2758.15,2023-01-24 00:00:00,PAPE
ADIR LUI DA SILVA [35312],116.15,2013-02-14 00:00:00,_EPI
ADIR VENES DA ROSA  ME [47751],21.7,2016-08-09 00:00:00,IATD
ADIR VENES DA ROSA  ME [47751],6.6,2016-08-08 00:00:00,REFL
ADM COMERCIO DE MOVEIS LTDA [67094],50,2025-05-29 00:00:00,_ASD
ADM COMERCIO DE MOVEIS LTDA [67094],14782.240000000002,2025-08-29 00:00:00,IATD
ADMINISTRACAO DE IMOVEIS CERTA LTDA [62981],150.4,2023-02-10 00:00:00,REFL
ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A [46585],636,2016-03-21 00:00:00,_PVC
ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A [46585],201.6,2016-03-17 00:00:00,IATD
ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A [46585],2640,2017-09-27 00:00:00,SATW
ADMIX INDUSTRIA COMERCIO ELETROELETRONICOS LTDA ME [30156],139.68,2013-10-11 00:00:00,IATD
ADOLFO VALDIR DONNER [56669],44.5,2024-10-28 00:00:00,IATD
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406],15,2014-07-15 00:00:00,_EPI
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406],53.8,2014-04-03 00:00:00,_OUT
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406],240,2022-04-27 00:00:00,IATD
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406],222.60000000000002,2025-01-16 00:00:00,PSeI
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406],45.45,2017-10-31 00:00:00,TAPT
ADRIAN PRATES TORRES [47041],26,2016-05-13 00:00:00,REFL
ADRIANA BERGAMASCHI GLASENAPP [46358],132,2016-02-16 00:00:00,PSeI
ADRIANA BRUCE [61312],68,2023-09-22 00:00:00,IATD
ADRIANA BRUCE [61312],40.84,2024-06-25 00:00:00,PSeI
ADRIANA COLOMBO FREITAS [37845],110,2013-08-22 00:00:00,FELT
ADRIANA DUARTE DE OLIVEIRA [65706],882.24,2025-03-18 00:00:00,_OUT
ADRIANA DUARTE DE OLIVEIRA [65706],1086.8899999999999,2025-03-18 00:00:00,PAPE
ADRIANA FERRARI KABOV- SERRALHERIA [64344],27,2024-06-13 00:00:00,_ASD
ADRIANA FERRARI KABOV- SERRALHERIA [64344],264.83,2024-06-13 00:00:00,IATD
ADRIANA GASTAL PULUPA & CIA LTDA ME [61681],756.6399999999999,2022-05-18 00:00:00,IATD
ADRIANA M. MATTEVI LTDA [65752],16,2025-05-13 00:00:00,_ASD
ADRIANA M. MATTEVI LTDA [65752],222.80999999999997,2025-08-26 00:00:00,IATD
ADRIANA M. MATTEVI LTDA [65752],71131.52999999997,2025-09-09 00:00:00,PAPE
ADRIANA NUNES [66736],60,2025-03-12 00:00:00,IATD
ADRIANA PINTO GOUVEA [50846],43.43,2017-10-24 00:00:00,IATD
ADRIANA REGINA WATHIER [31754],50,2015-11-13 00:00:00,_OUT
ADRIANA REGINA WATHIER [31754],14,2014-08-07 00:00:00,IATD
ADRIANA RIGO MORAGINSKI [44034],36.5,2015-05-18 00:00:00,PSeI
ADRIANA SFFAIR & CIA LTDA [49785],1483.05,2025-09-04 00:00:00,IATD
ADRIANA SILVEIRA DA SILVA FARIAS   ME [41120],24.5,2014-07-11 00:00:00,IATD
ADRIANA SILVEIRA DA SILVA FARIAS   ME [41120],17,2015-05-28 00:00:00,PSeI
ADRIANE BEDIN  [58570],112.71000000000001,2020-11-17 00:00:00,_ASD
ADRIANE BEDIN  [58570],33.230000000000004,2020-12-03 00:00:00,ELET
ADRIANE BEDIN  [58570],176.52,2020-12-03 00:00:00,IATD
ADRIANE MARIA TONIN GROTTO [34932],18.8,2015-07-21 00:00:00,IATD
ADRIANE MARIA TONIN GROTTO [34932],5.25,2015-07-17 00:00:00,PSeI
ADRIANO ALEXANDRE KAYSER [44422],108.92,2015-06-25 00:00:00,IATD
ADRIANO ATHANASIO KOLBE [50966],65,2017-11-08 00:00:00,_OUT
ADRIANO ATHANASIO KOLBE [50966],5.5,2017-11-08 00:00:00,PSeI
ADRIANO AZEVEDO DE MEDEIROS [31677],827.2,2021-12-09 00:00:00,_OUT
ADRIANO AZEVEDO DE MEDEIROS [31677],22.4,2021-01-29 00:00:00,PSeI
ADRIANO BENINE MARQUES [35979],48.69,2013-03-08 00:00:00,_OUT
ADRIANO BENINE MARQUES [35979],8.64,2013-03-19 00:00:00,PSeI
ADRIANO BRITTO DE SOUZA [61674],442,2022-05-17 00:00:00,SATW
ADRIANO CARDOSOS PUST [51855],110.01,2018-03-09 00:00:00,IATD
ADRIANO DA SILVA [66083],65,2024-10-04 00:00:00,_OUT
ADRIANO DA SILVA DUARTE [33800],20,2017-09-21 00:00:00,_ASD
ADRIANO DA SILVA DUARTE [33800],20,2013-02-21 00:00:00,_EPI
ADRIANO DA SILVA DUARTE [33800],88.92,2023-08-30 00:00:00,_OUT
ADRIANO DA SILVA DUARTE [33800],28.5,2016-12-15 00:00:00,IATD
ADRIANO DA SILVA DUARTE [33800],30,2020-01-27 00:00:00,PSeI
ADRIANO DA SILVA LENTZ [67083],59.49,2025-05-22 00:00:00,IATD
ADRIANO DE MORAES [37715],10.5,2015-03-17 00:00:00,
ADRIANO DE MORAES [37715],36,2015-03-17 00:00:00,_ABR
ADRIANO DE MORAES [37715],119.7,2025-02-06 00:00:00,_ASD
ADRIANO DE MORAES [37715],10,2024-12-09 00:00:00,IATD
ADRIANO FERREIRA DA SILVA [54336],1343.65,2021-08-03 00:00:00,_PVC
ADRIANO LISBOA BRAGA [60792],132.5,2021-11-12 00:00:00,IATD
ADRIANO MACIEL BRAGA [49516],65.88,2022-03-31 00:00:00,IATD
ADRIANO MACIEL BRAGA [49516],208.3,2023-03-02 00:00:00,REFL
ADRIANO MARINHO RICARDO [61377],19,2022-03-21 00:00:00,AUTO
ADRIANO MARKUS [41716],51,2014-09-05 00:00:00,IATD
ADRIANO MORAES  [66684],32,2025-02-27 00:00:00,IATD
ADRIANO MORAES  [66684],8.5,2025-02-27 00:00:00,PSeI
ADRIANO MULLER GONCALVES [37350],100,2019-11-01 00:00:00,_OUT
ADRIANO MULLER GONCALVES [37350],50.5,2019-06-26 00:00:00,IATD
ADRIANO MULLER GONCALVES [37350],15,2013-09-24 00:00:00,PELI
ADRIANO MULLER GONCALVES [37350],6.25,2016-07-07 00:00:00,PSeI
ADRIANO PADILHA ALVES [51399],37.9,2019-02-07 00:00:00,_ASD
ADRIANO PADILHA ALVES [51399],48,2018-01-08 00:00:00,_OUT
ADRIANO PADILHA ALVES [51399],6,2019-02-07 00:00:00,PSeI
ADRIANO PALMA [39265],61.5,2014-01-10 00:00:00,IATD
ADRIANO PERKOV DE OLIVEIRA [44031],18,2015-05-15 00:00:00,IATD
ADRIANO PIRES BITTENCOURT [59037],31.5,2021-01-05 00:00:00,IATD
ADRIANO REINALDO-ME [35361],4.4,2015-06-12 00:00:00,_ASD
ADRIANO REINALDO-ME [35361],54.72,2015-09-29 00:00:00,FTAQ
ADRIANO REINALDO-ME [35361],1379.75,2025-04-01 00:00:00,IATD
ADRIANO REINALDO-ME [35361],92.52,2013-03-12 00:00:00,PAPE
ADRIANO REINALDO-ME [35361],308.48,2019-09-02 00:00:00,PSeI
ADRIANO SANTIAGO DA SILVA  [64223],126,2024-02-06 00:00:00,_ASD
ADRIANO SANTIAGO DA SILVA  [64223],771.24,2024-07-04 00:00:00,IATD
ADRIANO SANTOS DE OLIVEIRA [41767],16,2014-09-11 00:00:00,IATD
ADRIANO STERN [44503],43.43,2015-07-03 00:00:00,IATD
ADROALDO DE OLIVEIRA DIAS [63034],19.8,2023-01-24 00:00:00,IATD
ADROALDO FLORES DO PRADO [63461],354.23999999999995,2023-04-24 00:00:00,FTAQ
ADROALDO FLORES DO PRADO [63461],126.36,2023-04-24 00:00:00,IATD
ADS COMERCIO DE ACO INOX CORTE E DOBRA LTDA [66194],1463.21,2025-08-27 00:00:00,IATD
ADUANA COMERCIO DE EQUIPAMENTOS LTDA [60488],229.5,2024-06-18 00:00:00,IATD
ADVANCE TECNOLOGIA LTDA [2327],158,2019-10-29 00:00:00,IATD
ADYSON RODRIGUES CORREA [46408],19.94,2016-02-23 00:00:00,IATD
AEB ESTRUTURAS METALICAS LTDA [43953],35,2016-03-22 00:00:00,
AEB ESTRUTURAS METALICAS LTDA [43953],414.8,2018-07-12 00:00:00,PELI
AEL SISTEMAS S/A [27580],6,2016-08-08 00:00:00,
AEL SISTEMAS S/A [27580],93.42,2014-02-25 00:00:00,_ASD
AEL SISTEMAS S/A [27580],451.46,2021-10-01 00:00:00,_OUT
AEL SISTEMAS S/A [27580],137.5,2017-04-10 00:00:00,ELET
AEL SISTEMAS S/A [27580],2687.16,2024-09-26 00:00:00,FECH
AEL SISTEMAS S/A [27580],45,2016-05-18 00:00:00,FTAQ
AEL SISTEMAS S/A [27580],5158.93,2025-09-05 00:00:00,IATD
AEL SISTEMAS S/A [27580],0.75,2020-07-24 00:00:00,PEL2
AEL SISTEMAS S/A [27580],2603.33,2025-06-03 00:00:00,PSeI
AEL SISTEMAS S/A [27580],105,2018-07-10 00:00:00,REFL
AELBRA EDUC SUP GRADUACAO E POS GRADUACAO S A [25358],855,2021-07-08 00:00:00,ELET
AELBRA EDUC SUP GRADUACAO E POS GRADUACAO S A [25358],11836,2024-08-19 00:00:00,IATD
AELBRA EDUCACAO SUPERIOR - GRAD E POS-GRAD S.A [29207],344.56,2025-05-15 00:00:00,IATD
AELCIO DAMIAO PROLO [53503],39.47,2018-11-13 00:00:00,IATD
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749],591.0500000000001,2021-09-08 00:00:00,ELET
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749],543.2,2021-07-21 00:00:00,IATD
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749],384,2021-09-17 00:00:00,PSeI
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749],150,2020-11-25 00:00:00,SATW
AEROCARGO TRANSPORTES LTDA [37573],266.76,2022-06-23 00:00:00,_OUT
AEROCARGO TRANSPORTES LTDA [37573],962.4,2024-03-19 00:00:00,IATD
AEROCARGO TRANSPORTES LTDA [37573],41.3,2019-01-15 00:00:00,PAPE
AEROCARGO TRANSPORTES LTDA [37573],777.6,2021-05-18 00:00:00,PSeI
AEROCARGO TRANSPORTES LTDA [37573],23.5,2024-03-19 00:00:00,SIKA
AEROCLUBE DE ELDORADO DO SUL [55701],4.5,2019-10-01 00:00:00,_ASD
AEROCLUBE DO RIO GRANDE DO SUL [30965],155.8,2024-02-15 00:00:00,_ASD
AEROCLUBE DO RIO GRANDE DO SUL [30965],93.56,2025-01-07 00:00:00,IATD
AEROCLUBE DO RIO GRANDE DO SUL [30965],21.13,2016-09-01 00:00:00,PELI
AEROCLUBE DO RIO GRANDE DO SUL [30965],16,2013-09-06 00:00:00,PSeI
AEROCLUBE DO RIO GRANDE DO SUL [30965],300.96,2024-10-03 00:00:00,SATW
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358],138.6,2014-02-12 00:00:00,_EPI
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358],170,2018-01-23 00:00:00,_OUT
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358],8,2020-11-27 00:00:00,_PVC
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358],304.87,2022-03-15 00:00:00,IATD
AEROMOT AERONAVES E MOTORES S/A [27560],35,2018-03-06 00:00:00,_ASD
AEROMOT AERONAVES E MOTORES S/A [27560],452.09999999999997,2014-03-21 00:00:00,_OUT
AEROMOT AERONAVES E MOTORES S/A [27560],6.8,2016-08-02 00:00:00,_PVC
AEROMOT AERONAVES E MOTORES S/A [27560],60,2017-07-31 00:00:00,FECH
AEROMOT AERONAVES E MOTORES S/A [27560],51.44,2013-05-10 00:00:00,FTAQ
AEROMOT AERONAVES E MOTORES S/A [27560],808.1,2022-06-21 00:00:00,IATD
AEROMOT AERONAVES E MOTORES S/A [27560],98,2018-03-06 00:00:00,PAPE
AEROMOT AERONAVES E MOTORES S/A [27560],456.4,2014-03-21 00:00:00,PSeI
AEROMOT AERONAVES E MOTORES S/A [27560],540,2014-05-22 00:00:00,SATW
AEROMOT S/A - FILIAL [67596],30,2025-09-10 00:00:00,IATD
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084],34,2021-06-25 00:00:00,_ASD
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084],57,2015-03-10 00:00:00,AUTO
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084],4,2015-12-10 00:00:00,ELET
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084],104,2017-10-19 00:00:00,IATD
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084],54,2014-01-14 00:00:00,PSeI
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084],45.45,2017-10-19 00:00:00,TAPT
AEST COMERCIO E SERVICOS EM ELETRONICA LTDA - ME [43791],97.7,2020-05-13 00:00:00,IATD
AF ACRILICOS E CORTE A LASER LTDA ME [58723],4677.41,2022-09-30 00:00:00,IATD
AF TECH SOLUCOES TECNICAS LTDA ME [49625],65,2017-05-24 00:00:00,_ABR
AF TECH SOLUCOES TECNICAS LTDA ME [49625],124,2018-04-18 00:00:00,_ASD
AFAP ELETRO MECANICA E ELETRONICA LTDA. [29190],90,2014-02-06 00:00:00,AUTO
AFAP ELETRO MECANICA E ELETRONICA LTDA. [29190],1822.1399999999999,2014-08-21 00:00:00,IATD
AFAP ELETRO MECANICA E ELETRONICA LTDA. [29190],105.94,2014-04-22 00:00:00,PSeI
AFFONSO KRAUSPENHAR [45717],31,2015-11-18 00:00:00,IATD
AFG COMERCIO DE COMBUSTIVEIS LTDA [48725],195.6,2016-12-22 00:00:00,_EPI
AFG COMERCIO DE COMBUSTIVEIS LTDA [48725],2202.16,2016-12-22 00:00:00,IATD
AFONSO ARMILIATO BALDIGEN [51981],100,2019-07-30 00:00:00,_OUT
AFONSO ARMILIATO BALDIGEN [51981],50.8,2024-08-09 00:00:00,IATD
AFONSO ARMILIATO BALDIGEN [51981],79.8,2019-04-16 00:00:00,PAPE
AFONSO ARMILIATO BALDIGEN [51981],72,2019-07-30 00:00:00,PSeI
